报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),450080,514094,519060,506325,533830,521443,515676,437711,400481,369227,361182,343140,347231,330118,356481,336557,321598,360513,326489,326008,424474,392441,309959,283951,317407,271836,248001,181977,196190,169208,187389,206377,192384,190787,165738,163230,193389,149484,182196,159274,141928,132168,160838,171651,159758,141582,167730,141882,144380,138472,152214,151423,131103,142204,178189,133030,164922,143235,129230,141037,163042,101101,
固定资产净额(万元),--,316817,--,333208,--,357542,--,370031,--,394789,--,436956,--,463559,460669,468409,481395,493835,506903,519523,526224,539612,550894,569497,582775,413593,449492,426655,395324,404263,413723,430214,440845,450238,447344,453024,463781,442609,447903,438465,448828,459487,465015,474094,477702,482532,490060,495866,506087,227630,230451,236044,242219,248209,251144,257597,263792,270586,268025,276292,178662,181826,
资产总计(万元),937398,1009043,1032009,1027858,1055581,1045528,1021906,937779,903625,887010,918965,904930,918370,914371,952385,937090,935209,985984,960777,969296,1080498,1059789,981320,966658,1005161,963062,945227,831735,791374,754079,730843,701162,701871,702097,699339,706999,741146,701723,733951,713864,695146,683670,692803,703195,695838,687343,721569,700618,709538,704501,709515,672302,648719,660983,620406,517806,488680,461546,446032,459467,468441,405251,
流动负债合计(万元),476257,514867,516275,509174,529683,571255,580812,514820,475659,463783,432224,384106,375171,374238,424337,427424,428981,483999,420232,368369,478284,463765,436752,413580,410384,382511,399186,422739,384039,358312,279326,226877,253038,238716,247275,247505,268213,243394,291005,325017,301578,298212,298304,280770,251850,233529,244334,236296,248982,248365,265863,260023,262147,255752,212358,235198,185421,167796,140710,154107,174246,147611,
非流动负债合计(万元),60182,82089,81704,79496,85852,65710,66025,69913,70360,50916,54305,69631,89556,89594,78128,63254,63281,63308,105807,172773,172202,174812,131454,151692,198217,193252,166498,102391,102391,85391,150204,169504,142854,154654,159393,165615,172615,152615,133888,75388,75388,63388,75749,106649,135849,152849,184917,174517,176251,176251,163658,133416,108402,124402,117104,97886,125408,125538,141264,143521,136002,95847,
负债合计(万元),536439,596956,597979,588669,615535,636965,646837,584733,546020,514699,486529,453737,464728,463832,502464,490679,492262,547307,526039,541143,650486,638577,568206,565272,608601,575763,565684,525130,486430,443703,429530,396382,395892,393370,406668,413120,440828,396009,424893,400406,376967,361600,374053,387419,387699,386378,429252,410813,425233,424616,429522,393439,370549,380155,329463,333084,310829,293335,281974,297628,310247,243458,
所有者权益(或股东权益)合计(万元),400960,412087,434030,439189,440047,408562,375069,353046,357606,372310,432436,451193,453642,450538,449920,446412,442947,438678,434739,428153,430012,421212,413114,401386,396559,387300,379542,306605,304944,310376,301313,304780,305979,308727,292671,293879,300319,305715,309058,313458,318180,322070,318750,315776,308140,300965,292317,289804,284306,279885,279993,278863,278171,280828,290943,184723,177851,168212,164058,161838,158194,161793,
期初现金及现金等价物余额(万元),105253,140007,140007,140007,140007,154549,154549,154549,154549,100710,100710,100710,100710,155005,155005,155005,155005,146804,146804,146804,146804,101843,101843,101843,101843,42740,45384,33195,33195,60284,60284,60284,60284,17692,17692,17692,17692,14955,14955,14955,14955,36609,36609,36609,36609,18213,21316,21316,--,44077,49534,49534,49534,25110,34960,34960,34960,22420,0,0,31765,19568,0,0,0,
经营活动产生的现金流量净额(万元),-15,151923,146502,97015,78589,-38627,-83452,-56420,-63091,100780,63718,58076,37731,6450,-7052,-32756,-25010,19740,16344,-5747,11884,72152,51371,45410,51362,56092,14092,9368,-10108,7743,-20338,-20044,-25838,41612,12755,2979,-21972,-363,-17768,-30552,-13821,19038,-1056,-15625,-14048,71718,47338,13756,25858,18313,12497,14987,-4840,38019,9480,7045,3155,28541,20438,16046,-468,39942,18933,5436,5723,
投资活动产生的现金流量净额(万元),-163,-69549,-24651,-18426,-13460,-8469,-6262,-3875,-620,-18269,-15245,-13364,-1694,4601,64,1282,-875,13117,-3887,-2066,-1075,-1699,-46104,-27528,-17793,-30550,-3087,-11772,-8562,-67688,-51801,-9595,-6883,12514,-3610,-2246,-749,-25411,-1800,-2385,-1084,-19396,-3254,244,2127,-31626,-34329,-28860,-24200,-76029,-32504,-21491,-6883,-152912,-102566,-46163,-12253,-38610,-31222,-19569,-12358,-86378,-45573,-30444,-10395,
筹资活动产生的现金流量净额(万元),-24246,-117128,-159414,-91095,-49002,32551,92292,63167,47277,-28677,-39059,-46109,-20852,-65374,-22902,-32813,-28244,-24690,-32549,-7613,11859,-25550,-9025,-10315,24330,33541,15378,29212,33031,32850,43349,17133,15536,-11482,2296,8970,33374,28523,26043,41909,11672,-21296,-15867,-5253,-2556,-21696,-4665,3627,2521,31852,17124,12607,1995,133861,137602,25254,4989,21108,14324,30380,52820,49288,24441,36002,21496,
现金及现金等价物净增加额(万元),-24432,-34755,-37598,-12532,16133,-14542,2560,2980,-16434,53839,9424,-1399,15176,-54295,-29881,-64312,-54169,8201,-20192,-15478,22651,44960,-3653,7617,57878,59104,26424,26807,14364,-27090,-28780,-12496,-17176,42593,11425,9692,10651,2737,6475,8972,-3232,-21654,-20177,-20634,-14478,18396,8344,-11477,4179,-25864,-2884,6103,-9727,18968,44516,-13864,-4109,11039,3540,26857,39993,2852,-2199,10995,16823,
期末现金及现金等价物余额(万元),80821,105253,102409,127475,156140,140007,157109,157529,138116,154549,110135,99311,115886,100710,125124,90693,100836,155005,126611,131325,169455,146804,98190,109461,159721,101843,71807,60002,47559,33195,31504,47789,43109,60284,29117,27384,28343,17692,21429,23927,11722,14955,16432,15975,22131,36609,29660,9839,--,18213,46650,55637,39807,44077,79476,21096,30851,33459,0,0,71759,22420,0,0,0,		
		
  
