报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),7622238,8552998,7249707,7765566,8113689,9216308,8232092,8203101,7397381,8644605,7687442,7848889,8060792,8545122,7793912,7334985,6835043,8227792,6676599,6402677,6385127,6362502,6250285,6007350,4498232,4745318,4441875,4100355,29639,27443,26872,53629,49348,48591,55035,51940,45846,44234,46434,64526,60920,90788,92476,74647,91326,70943,70186,99072,104601,110162,127234,135497,111551,104392,106835,104571,91899,86412,89943,87594,79195,64497,
固定资产净额(万元),--,1233165,--,1233844,--,1268625,--,1273339,--,1314565,--,1357818,--,1360682,1337193,1365091,1260679,1230420,1191154,1183505,1134325,1133656,1098632,1089034,768937,743244,702546,704949,50949,51616,52348,52778,53475,54112,55871,56520,56397,56875,55953,55629,56255,54834,43221,43845,44241,44740,6594,7191,7306,7388,38843,39419,40035,40619,41058,42878,31571,31862,28327,31822,34410,29383,
资产总计(万元),13233835,14244053,12991024,13522115,13834536,14691152,13719291,13591507,12848224,14207972,13227445,13541663,13645908,14149256,13650224,13195515,12570087,13524604,11722450,11386058,11311350,11195953,10888002,10419369,7510905,7581148,7164023,6796882,154453,150634,150441,138073,140751,137623,145488,141569,136927,134445,134046,151878,145515,170929,207747,190402,192648,172048,163734,191960,193369,194909,193623,189707,161974,155497,158752,158501,133284,128245,131337,133004,125102,108687,
流动负债合计(万元),6786279,7872547,6587105,7154878,6842878,7902067,6854390,7559376,6765104,8031918,6433509,6975188,6685711,7626168,6866617,6561831,5995254,6827244,5819074,5849173,6036517,6427084,6459836,6656957,4683116,4851286,4493179,4046692,17102,13378,11484,10087,6086,6198,14807,12530,8139,7153,8160,26234,23557,34132,25612,24170,57284,56735,47919,76293,77909,80417,78897,75619,82642,77116,82052,82763,71125,66597,65578,66820,59597,44303,
非流动负债合计(万元),1631744,1641339,1678272,1568606,2204275,2073553,2153303,1504246,1653397,1699579,2079698,1921215,2253534,1904607,2171018,2094106,2007354,2273624,2631296,2370478,2189266,1893360,1880000,1280827,551691,539628,554209,667408,40592,40865,43245,35819,36588,36337,37946,37562,37486,37248,37890,38259,37741,55384,100820,84180,54198,34831,36261,36238,35893,35355,34718,34643,599,365,221,227,232,237,5267,5459,5475,5324,
负债合计(万元),8418024,9513886,8265378,8723483,9047153,9975621,9007693,9063623,8418501,9731498,8513206,8896404,8939245,9530775,9037635,8655936,8002607,9100868,8450370,8219651,8225784,8320444,8339837,7937784,5234807,5390914,5047387,4714100,57694,54243,54728,45906,42674,42535,52753,50092,45625,44402,46051,64493,61298,89516,126433,108350,111482,91566,84181,112531,113803,115772,113614,110262,83241,77482,82273,82990,71357,66834,70844,72279,65072,49627,
所有者权益(或股东权益)合计(万元),4815811,4730168,4725647,4798632,4787382,4715532,4711598,4527885,4429723,4476475,4714238,4645260,4706663,4618481,4612589,4539579,4567479,4423736,3272080,3166407,3085567,2875509,2548165,2481585,2276098,2190234,2116636,2082782,96759,96391,95713,92167,98078,95088,92735,91477,91302,90043,87995,87385,84217,81413,81315,82052,81166,80483,79553,79428,79566,79137,80008,79446,78733,78015,76479,75511,61927,61410,60493,60725,60030,59060,
期初现金及现金等价物余额(万元),720731,1102425,1102425,1102425,1102425,817971,817971,817971,817971,1141478,1141478,1141478,1141478,1992812,1992812,1992812,1992812,911939,911939,911939,911939,398647,398647,398647,398647,470542,470542,470542,4062,15403,15416,15403,15403,15155,15155,15155,15155,47264,47264,47264,47264,28904,28904,28904,28904,46659,46426,46659,46659,40396,40396,40396,40396,36489,36689,36689,35868,14878,--,--,14932,30089,--,--,30089,
经营活动产生的现金流量净额(万元),-875022,182111,-750370,-793033,-915489,419065,-725612,-492061,-1187605,786020,-494860,-725656,-1102556,215971,-1000442,-1362782,-1107592,498674,-227962,-637549,-735738,330765,-164531,-379743,-425940,556343,-123914,-327064,3508,7254,2762,1206,-570,5737,5618,3085,1854,4793,5284,2599,974,9026,7452,4398,1057,5896,9274,2615,812,11065,2076,673,3621,3395,7285,6656,3696,5984,2289,1444,102,8231,2519,2310,2106,
投资活动产生的现金流量净额(万元),793535,-10381,832778,663335,735496,-80837,511549,456775,1052264,-463318,424604,506577,640026,-651455,-129751,189460,294970,-485044,160196,311710,357889,-1249910,-1251676,-1011878,287326,-378556,-397379,108577,-2542,-16324,-14866,4900,4959,-4494,-1012,-818,-812,-6626,-6356,-2643,-1849,48124,49204,30079,19980,-4945,-9972,-8829,-5465,-29342,-17572,-4602,-55,2475,501,-231,-179,204,833,-228,-11,-20161,-6705,-102,-22,
筹资活动产生的现金流量净额(万元),-22374,-552569,-484053,-191081,62326,-49591,157480,111207,493559,-648644,-251983,313745,517121,-417627,-19070,14891,-442358,1074212,127799,355348,488569,1423575,1854766,1540477,295926,-249682,741465,481588,0,-2267,1846,-590,-88,-995,-951,412,-81,-30276,-30299,-30297,-30263,-38790,-38055,-30628,-2627,-18706,-21217,-8382,-192,24539,31046,27907,-1696,-1962,1387,2578,-267,14802,15614,17047,12111,-3280,1207,1085,562,
现金及现金等价物净增加额(万元),-103939,-381693,-396765,-320710,-117585,284453,-64284,72987,354823,-323507,-319407,95811,54560,-851334,-1147901,-1158623,-1257880,1080873,51657,32296,108908,513291,454362,152776,157312,-71895,220173,263102,970,-11340,-10257,5516,4301,247,3655,2679,960,-32109,-31370,-30341,-31138,18360,18600,3849,18410,-17755,-21915,-14596,-4845,6263,15550,23978,1870,3907,9173,9003,3250,20990,18736,18263,12202,-15211,-2978,3292,2646,
期末现金及现金等价物余额(万元),616792,720731,705660,781715,984839,1102425,753687,890958,1172795,817971,822072,1237289,1196038,1141478,844911,834189,734932,1992812,963596,944234,1020846,911939,853009,551423,555960,398647,690715,733644,5032,4062,5159,20919,19703,15403,18810,17834,16115,15155,15894,16923,16126,47264,47505,32753,47314,28904,24511,32063,41814,46659,55947,64375,42266,40396,45862,45692,39119,35868,--,--,27133,14878,--,--,32735,		
		
  
