报告期,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
流动资产合计(万元),7598426,6518004,6665047,6014043,6122640,5210522,5563781,4785575,6692997,5329416,5055901,4265177,4008207,3957939,3875894,3854396,2438968,887629,959268,958934,942233,869198,874324,938029,895407,126733,125902,133308,134696,130407,133187,125937,131766,116372,125096,112754,111347,117518,130648,133861,138146,139181,113097,108551,92410,94168,75572,71907,59800,60320,62467,69175,72738,53708,53640,50870,47291,47192,52571,51603,46317,43399,
固定资产净额(万元),--,12273105,--,12050921,--,12185029,--,8776290,--,8307526,--,5580111,--,2405629,2320864,2354822,2375071,942499,933736,954640,974133,995853,1003273,697251,715841,145666,145595,142843,143149,145582,140457,141618,137174,138170,77685,78361,77305,82610,80260,54292,54974,51891,45330,45101,42902,43437,38520,38111,17635,17645,13777,13908,12559,12658,12873,13180,13452,13783,14008,13627,12951,13210,
资产总计(万元),22609797,21029623,20952089,20094588,20130005,19102873,19335671,18614407,19720913,17437754,16920700,15516753,12962786,12524246,11510055,9403048,7400371,1968421,2013778,2023507,2023539,1969876,1994108,1729253,1701830,289705,289843,301432,303381,300480,302135,295854,304055,288635,292315,278606,275880,282439,305537,293818,288027,274110,239465,229741,200928,198012,163672,153177,134591,131308,127095,129370,128659,102154,93565,87237,78017,76508,72308,70190,65516,61793,
流动负债合计(万元),11072551,9777591,9708384,9215184,9117139,8579954,9098667,8922940,9766003,8226727,8583171,7655390,5295229,5421574,4538501,3268312,4098075,1071874,1172351,1235054,1205117,1178518,1224645,1097072,1198718,192981,186385,192721,185378,176541,165233,154349,156582,157631,158876,174803,175936,189247,218086,202201,195425,186216,177975,167611,144155,142366,104988,95894,93986,70805,58209,61345,64649,66730,58896,52702,43200,41806,29871,28898,32546,28908,
非流动负债合计(万元),5575324,5521960,5812481,5853950,5892317,5820480,5869760,5767336,6063777,5537148,5077857,4879222,4879636,4311839,4092742,3310978,1262188,161006,169643,171464,186050,187893,216533,122495,178260,47568,48649,47549,48042,48573,53993,54254,54867,64039,66345,38486,35419,27964,26024,30276,29559,30273,29142,27304,20540,18914,23219,21784,6704,26262,36106,36151,31241,1800,1000,1000,1000,1000,9000,8000,--,--,
负债合计(万元),16647875,15299551,15520865,15069133,15009457,14400434,14968427,14690276,15829780,13763875,13661028,12534612,10174865,9733413,8631243,6579290,5360263,1232880,1341994,1406518,1391167,1366412,1441178,1219567,1376978,240549,235034,240270,233420,225114,219226,208604,211449,221670,225221,213289,211355,217211,244111,232477,224985,216490,207117,194915,164695,161280,128207,117678,100691,97067,94315,97496,95890,68530,59896,53702,44200,42806,38871,36898,32546,28908,
所有者权益(或股东权益)合计(万元),5961922,5730072,5431225,5025454,5120548,4702439,4367244,3924131,3891133,3673879,3259672,2982141,2787921,2790834,2878812,2823758,2040108,735541,671784,616989,632372,603464,552930,509686,324852,49156,54809,61162,69961,75366,82909,87251,92606,66965,67094,65317,64525,65228,61426,61340,63043,57620,32348,34826,36232,36732,35465,35498,33900,34242,32780,31874,32769,33624,33669,33535,33817,33702,33437,33292,32970,32885,
期初现金及现金等价物余额(万元),958955,1149412,1149411,1149412,1149412,1079298,1079298,1079298,1079298,803462,803462,803462,803462,206807,206807,206807,206742,136481,136481,136481,135481,250534,261281,254259,256178,22566,22566,22566,22566,17723,17723,17723,17723,12344,12344,12344,12344,42101,42101,42101,42101,16646,18278,18278,18278,12172,12172,12172,12172,7413,7413,7413,7413,7956,7956,7956,7956,10153,--,--,0,13206,--,--,0,
经营活动产生的现金流量净额(万元),1061775,1867017,1948892,1618009,598260,2414288,1836363,1819232,703796,1693697,2662383,1237540,-380500,413145,568035,166514,76937,15597,-15451,9133,53502,73001,-38129,-24231,115275,-9596,127,984,-3302,15595,3950,9670,-1494,12932,3405,12851,8176,8239,2185,2774,-1024,-5861,-3507,2850,-1163,-204,-9884,-3939,2187,-10489,-10525,-7228,-4868,-2331,-3221,-2318,-3414,1202,-387,-639,-608,645,-1148,-370,-1302,
投资活动产生的现金流量净额(万元),-789869,-1309772,-993303,-573639,-272139,-2241088,-1741180,-2048217,-1199211,-3991287,-3644821,-2268766,-412055,-3243020,-2547711,-1402415,-438126,-82691,-27224,-21708,-61312,-31492,-93759,-20444,-12824,-3875,-3009,-3264,-1471,-9521,-13859,-15424,-3050,-12550,-10532,-5989,-3323,-42092,-37003,-29432,-17668,-31892,-20459,-14615,-1884,-24972,-9522,-8116,-2451,-14969,-13431,-11443,-7486,-15666,-9995,-2243,-1697,-11704,-2629,-911,-1179,-2582,-1488,-978,-341,
筹资活动产生的现金流量净额(万元),404106,-738759,-785339,-870173,-343260,-102097,339478,639647,1134051,2563656,1525180,1225254,936994,3430458,2836933,2925597,576488,101920,40563,4060,-23009,-152264,-36253,-5639,-92225,10446,549,2856,4640,-482,11167,4622,17227,5038,16138,-6097,-3879,4100,13295,12405,8407,63329,24667,18221,4456,31282,22238,13553,-1019,30217,30899,31824,30854,17454,10614,3010,1726,8305,2789,4129,1391,-1115,-1009,-879,-123,
现金及现金等价物净增加额(万元),668806,-190457,183169,149717,-29120,70113,373921,395063,623681,275837,541948,195569,150989,596655,844812,1695599,224938,35458,-2236,-9339,-30813,-114053,-170402,-52640,8279,-3656,-2881,-132,-950,4842,983,-1138,12680,5379,9021,570,801,-29757,-21763,-14082,-9844,25455,416,6499,1502,6106,2518,1195,-1282,4759,6943,13154,18500,-543,-2602,-1551,-3385,-2197,-226,2578,-396,-3053,-3645,-2227,-1766,
期末现金及现金等价物余额(万元),1627761,958955,1332580,1299129,1120291,1149412,1453219,1474361,1702979,1079298,1345410,999030,954451,803462,1051619,1902405,431680,171939,134245,127142,104668,136481,90879,201619,264457,18909,19685,22434,21615,22566,18707,16585,30403,17723,21365,12915,13146,12344,20338,28019,32257,42101,18693,24777,19780,18278,14690,13367,10890,12172,14356,20567,25913,7413,5354,6406,4571,7956,--,--,0,10153,--,--,0,		
		
  
